,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Creative_professionals,Business_professionals,Technical_professionals,Service_professionals,Early_months,Spring_months,Summer_months,Good_credit_mix,Standard_credit_mix,Small_value_payments,Medium_value_payments,Large_value_payments,Credit_Score
2007,23,9.655298271605568,7.348815143374552,4,3,11,4,8,8,1.64,3,6.971396522686686,34.853314952622,336,0,3.8634458396846947,3.9838343817715383,5.781001354865367,0,0,1,0,0,1,0,1,0,0,0,1,Good
2008,27,9.641568738840709,7.045447690049554,7,7,19,3,20,13,13.68,5,6.845486180755259,26.2471311213607,238,1,3.068771427254617,4.349808876095592,5.6196148341023155,0,1,0,0,1,0,0,0,1,1,0,0,Standard
2009,21,11.797331476991333,9.32311265251876,3,5,7,1,8,1,11.35,4,7.295307572971789,29.3178720419429,393,0,4.209297669020484,5.805395430735981,6.877276757475207,1,0,0,0,1,0,0,1,0,0,1,0,Standard
2010,36,10.347471204257308,7.763520759102489,6,9,24,6,48,19,3.84,9,8.479661610874896,32.7148169359311,67,0,4.974176778474999,3.8407854486858386,5.717441280339071,0,0,1,0,1,0,0,0,0,1,0,0,Poor
2011,23,10.5463564497263,8.01032057753468,2,3,10,2,1,0,8.63,1,5.69739545433135,34.3219456026782,323,0,3.649513494567604,4.549051295757952,6.059566146090414,0,0,1,0,0,1,0,1,0,1,0,0,Poor
2012,26,10.454318005033336,7.907708620311,1,5,3,1,10,2,12.99,2,7.244655995221417,26.3702809401633,331,0,2.820397766881231,4.72673725262934,5.971530846422859,0,1,0,0,1,0,0,1,0,0,1,0,Standard
2013,28,10.921945085586898,8.44802905526433,6,9,17,9,29,20,1.53,12,8.271714558849522,25.3413577421904,53,1,5.769729652455474,5.0069957280063315,5.5080944021371705,0,0,0,1,0,1,0,0,0,0,1,0,Poor
2014,35,9.98448949230711,7.602545276046459,1,1,12,4,1,4,6.39,2,7.222690098715184,28.5309054167104,259,0,4.034770357614289,5.010289810160247,5.648448430564128,1,0,0,0,0,0,1,1,0,1,0,0,Good
2015,29,9.560243438422852,6.880837901770542,8,3,23,2,10,9,17.02,12,7.155997214208936,24.9755108456504,224,1,2.9853187952781397,3.7344866350731962,5.785930129504286,0,1,0,0,0,0,1,0,1,1,0,0,Poor
2016,40,11.486421723275233,9.007902226605363,1,3,8,1,20,12,0.52,3,6.004997561390566,37.5786291266883,333,0,4.347499149036064,3.9836777434764614,6.830591082850663,0,1,0,0,1,0,0,1,0,0,0,0,Poor
2017,26,10.139461639364674,7.532749859927819,6,6,8,2,18,21,2.25,1,5.584736141375288,30.7029339035126,274,0,3.50433904275246,4.969294155617738,5.633499010544562,0,0,0,1,1,0,0,1,0,0,0,1,Good
2018,36,11.113188817854313,8.661721438054583,5,6,11,4,28,12,17.27,8,7.129217417513809,31.2421397381517,103,1,4.937265555891049,4.051483538745655,6.431131250991759,0,0,0,0,1,0,0,0,1,0,0,0,Standard
2019,37,11.37226471879192,8.900667145817051,3,4,15,4,27,16,16.25,1,5.050560886968575,31.3889151724571,242,0,5.349846845243226,4.225521830364556,6.543480715578277,0,0,1,0,1,0,0,0,1,0,0,0,Standard
2020,37,9.210689810915284,6.7341451671271315,8,7,27,6,49,23,19.76,12,8.157115321228847,33.1252715388944,13,1,3.6508442569479618,3.1430541254263096,5.678056922824178,1,0,0,0,0,1,0,0,0,0,0,1,Standard
2021,44,10.295356314481287,7.821338014207526,5,6,7,3,32,8,9.69,8,6.650059102020613,37.2163320078256,352,1,4.251278199526039,5.759052172964121,5.0244143140498645,0,1,0,0,1,0,0,0,1,1,0,0,Standard
2022,33,11.20297324339272,8.684121883602709,7,7,12,2,29,16,3.6,5,6.769033295662056,37.6586675241816,288,0,4.781299704962755,5.827634175647688,5.996505188738227,0,0,1,0,1,0,0,1,0,0,0,1,Good
2023,20,10.556221248874124,8.098128273700981,5,2,3,4,6,8,2.42,0,6.3368611287500265,23.3876153097616,309,0,4.769330344468191,5.3945498766583055,5.563705671706604,0,1,0,0,1,0,0,1,0,0,0,1,Good
2024,31,11.051242324254464,8.555807951786436,10,10,30,9,45,15,14.67,12,7.991419736736454,38.5370903643944,69,1,5.67487877573062,5.333662016476251,5.73991076844749,1,0,0,0,1,0,0,0,0,1,0,0,Poor
2025,35,10.93848356133809,8.432468289358482,9,5,26,2,15,18,17.73,9,7.678432783050692,28.460301396359,168,1,3.914407122907599,4.478314761185601,6.365055444522758,0,1,0,0,1,0,0,0,1,1,0,0,Poor
2026,22,11.650555048526895,9.11757826692032,1,5,9,2,5,3,6.38,1,7.009788264547255,35.0118194484541,295,0,6.51823802166846,6.594298958594441,5.977641836621362,1,0,0,0,0,1,0,1,0,0,1,0,Good
2027,20,10.023887161975665,7.59685051147697,4,5,11,4,6,14,17.74,2,4.949752305572684,39.4090294080917,372,1,4.163578139173087,5.088633870812851,5.571096027593311,0,1,0,0,1,0,0,0,1,1,0,0,Standard
2028,42,10.287988438958497,7.795702090346997,5,4,5,1,15,16,11.48,8,6.814608756781622,33.4627391356497,336,1,2.8522786783207743,3.9842260626299693,6.020884021228581,0,0,0,1,0,0,1,0,1,0,0,0,Standard
2029,31,9.8119488517554,7.246992736472708,9,8,33,8,31,21,31.48,6,8.402365783585486,26.7139353929446,91,1,4.492679093524747,4.068487995896019,5.531643478585813,0,0,0,1,0,0,1,0,0,1,0,0,Standard
2030,22,9.818595020118163,7.303855562572616,5,5,8,6,20,12,7.01,4,7.324779983436986,33.7589711813892,224,0,3.995393637278494,4.489346627182572,5.580451710485216,1,0,0,0,0,1,0,0,1,1,0,0,Standard
2031,54,11.286682365014283,8.755900595178675,5,3,6,2,17,19,4.61,0,6.961428738527913,31.7950558066148,327,0,4.698884906773176,4.672461090338707,6.504315421595917,0,0,0,1,1,0,0,0,1,0,1,0,Standard
2032,34,10.406133513889925,7.920137400588178,3,5,9,3,19,8,12.38,2,6.860328185409746,38.5842566082006,237,0,4.406574546820999,5.101760736789855,5.666135365886392,1,0,0,0,0,1,0,0,1,1,0,0,Standard
2033,20,11.19679069298636,8.680276994676117,5,1,12,4,3,4,2.71,8,7.039923242559555,40.2588581671949,255,0,5.339906387598331,4.555159808503578,6.282177994399168,0,0,1,0,1,0,0,1,0,0,1,0,Good
2034,48,11.360244338154144,8.876874245807318,1,5,1,3,1,1,2.32,1,5.599976305930612,33.5154121370192,280,0,5.147814261715793,4.722147073953505,6.510216390145623,0,0,0,1,1,0,0,1,0,0,0,0,Good
2035,52,11.18863998722477,8.715939946382136,8,7,14,2,20,8,8.94,2,7.167030160833068,36.1912773840005,394,1,4.159963782863725,4.984245512440955,6.476624594724665,0,0,0,1,0,1,0,0,1,0,1,0,Standard
2036,39,9.746261941616885,7.223430912333822,5,7,10,1,14,8,0.96,8,6.681005232073816,30.2683024126935,354,0,2.230469545521148,4.735884788766518,5.68306963534468,0,0,1,0,0,1,0,1,0,0,1,0,Standard
2037,20,9.926059381267986,7.479138228182561,10,10,29,5,49,17,22.91,11,8.398504245547079,28.8965148921021,9,1,4.034555100835908,4.354006093259362,5.712954203167954,1,0,0,0,1,0,0,0,0,1,0,0,Standard
2038,34,11.146799139967891,8.686000507501383,3,3,11,1,8,5,6.58,3,5.712907382433202,33.4791740590773,183,0,4.000132801487766,4.722193224049486,6.52931089961618,0,0,0,1,1,0,0,0,1,1,0,0,Standard
2039,44,11.161238915420636,8.706904873839983,5,3,12,2,27,13,8.23,8,5.00071962930888,39.8159144217732,109,1,4.362901796822169,4.926668586004379,6.458411430420288,0,0,1,0,0,1,0,0,1,0,1,0,Standard
2040,31,10.791325722059698,8.260178691406345,9,8,30,3,21,20,2.61,11,7.532869841150234,26.5627263544416,115,1,4.733123114418105,5.263973073473936,5.912910381230647,1,0,0,0,1,0,0,0,0,1,0,0,Poor
2041,37,11.262169937617953,8.797715443416578,1,1,12,1,16,10,5.58,3,6.7484429674910285,37.5092762991487,384,0,3.9426996502769702,4.7850062976534185,6.593935619190833,0,0,1,0,0,0,1,1,0,0,0,0,Good
2042,14,9.875759149092154,7.558562386239763,3,6,10,6,21,18,19.86,11,6.594741723238885,27.1130910485841,203,1,4.34523412364124,4.673981277696656,5.589027146480502,0,0,1,0,0,1,0,0,1,1,0,0,Standard
2043,37,9.924157940474014,7.502449053306605,4,4,10,3,24,21,19.7,6,6.249028848624322,27.8474495115936,151,1,3.831155037460658,3.5414505374263303,5.859688354301346,1,0,0,0,0,1,0,0,1,0,1,0,Standard
2044,37,9.924582481705327,7.410467074491249,1,7,11,4,0,4,2.45,1,6.434000623425246,27.1295088308829,384,0,3.7986189788162665,4.718109447188039,5.59368463157426,0,1,0,0,0,1,0,1,0,1,0,0,Poor
2045,28,10.110515136464626,7.618264611298902,4,4,13,4,13,17,1.25999999999999,8,7.270862491455338,28.8272089227936,93,1,3.816209499585871,3.7955294722256596,5.868079462208409,0,0,1,0,0,1,0,0,1,0,0,0,Standard
2046,18,10.344978853670217,7.806577317815401,3,4,3,4,9,1,0.67,2,6.770972893315971,26.8241077930227,305,0,4.415246124096869,4.5594637255044494,5.760277237607793,0,0,0,1,1,0,0,1,0,0,1,0,Standard
2047,26,10.177289236565414,7.820274909182224,3,7,9,3,23,13,5.07,1,5.984037031279185,34.4452921519868,350,1,3.715975860444337,4.4022327685173215,5.982240620012919,0,1,0,0,1,0,0,0,1,0,0,1,Standard
2048,43,11.572650482263827,9.100659983533607,1,2,10,1,11,1,8.37999999999999,2,5.9569248608332375,32.2024176354385,280,0,3.866816383378001,5.94275075666857,6.575562506786456,0,0,1,0,0,0,1,1,0,0,1,0,Good
2049,37,11.3241413105046,8.843284590243751,3,5,6,1,27,19,18.06,7,6.873981305374924,39.5353959965791,231,1,4.0095389796786485,4.688142412810006,6.658008971645438,0,0,0,1,0,1,0,0,1,0,1,0,Standard
2050,37,11.289695034882167,8.764847875439706,7,3,18,4,8,18,5.72,3,6.9587240207081695,31.5413895934713,307,0,5.240157790481811,6.038359380676146,5.678820705332594,0,0,0,1,1,0,0,0,1,1,0,0,Standard
2051,14,11.072104023366341,8.631336425840397,10,5,18,9,32,19,23.21,7,8.307770082866398,26.1606601337354,136,1,5.519983336619181,5.596666580663409,5.708103101569558,0,0,0,1,1,0,0,0,0,1,0,0,Standard
2052,29,11.525840110768597,9.03642181091576,7,5,13,2,14,10,11.66,9,7.295517952843962,34.9357236658192,391,1,4.732182079694829,5.84403233874589,6.448341628724494,1,0,0,0,0,0,1,0,1,0,1,0,Standard
2053,24,10.104735944735745,7.728069842664255,4,4,8,2,15,10,6.12,0,5.3628402625635365,39.1685493223298,296,0,3.3941872907809216,3.2864129339401886,6.017581108751127,0,0,0,1,1,0,0,0,1,0,0,0,Standard
2054,39,10.458128701734413,7.8876566015995895,8,8,30,5,25,18,15.72,9,8.311479356230828,38.6474085918118,15,1,4.787158705298361,4.893591015734959,5.713823298042341,0,0,0,1,1,0,0,0,0,1,0,0,Standard
2055,38,11.047797609795754,8.565562314579392,6,7,30,5,35,22,0.85,11,7.368308140072479,28.9323279091524,235,1,4.897916574926988,5.790599788223298,5.779382991899443,0,1,0,0,1,0,0,0,0,1,0,0,Poor
2056,27,11.463626391328335,8.977710719537509,5,3,2,4,5,2,7.74,1,6.582689737942544,37.586286522644,298,0,5.316457728907683,6.578949788314056,4.934494168326095,0,1,0,0,1,0,0,1,0,0,0,1,Good
2057,35,11.158217157362502,8.683015492103896,2,5,9,1,20,12,-5.01,4,5.814428994743265,26.4349017001042,368,0,3.876306111928175,6.539041841831465,4.943871504819381,0,1,0,0,1,0,0,1,0,1,0,0,Poor
2058,55,10.468367744860771,8.017987021793493,6,7,13,2,21,15,12.25,8,6.943151379929125,24.9471854086248,309,1,3.544722213646528,5.239183245612994,5.858961295009976,1,0,0,0,0,1,0,0,1,0,0,1,Standard
2059,37,10.128253387236768,7.731367332280174,4,4,18,3,12,6,1.97,1,6.573247112312161,33.4894249206044,383,0,3.981040561778165,3.9829703652600212,5.941808324222163,0,0,1,0,0,1,0,0,1,1,0,0,Standard
2060,53,11.091307194161615,8.629367043493293,1,3,11,1,6,2,6.34,2,5.726782598885262,32.3267517161214,392,0,3.4997163559576108,5.632798965232663,6.247664525568804,0,0,1,0,1,0,0,1,0,0,0,1,Standard
2061,15,11.280208736671389,8.835232291132506,8,7,27,9,35,26,20.55,13,8.316803789720618,29.9574094678979,128,1,5.762026139417607,4.985145836295488,6.137723012866904,0,1,0,0,0,0,1,0,0,0,0,0,Standard
2062,32,9.66965425644464,7.124604059733598,4,2,4,1,10,3,2.7,3,6.875862054095062,33.4689746996361,240,0,1.9050189468697005,4.156937807220971,5.748183550120896,0,1,0,0,0,1,0,1,0,1,0,0,Good
2063,33,9.72358127660165,7.218358273555958,6,7,28,7,44,18,6.56,9,8.290857049202863,37.0431817321219,128,1,4.253731303218586,2.9454895896479867,5.659612145926805,0,0,0,1,1,0,0,0,0,0,0,0,Poor
2064,34,11.317856605441513,8.828564934655969,8,9,32,7,60,16,17.71,7,7.918927007665679,36.903868792742,51,1,6.172045636652005,4.751158900443062,5.792296028323919,0,0,0,1,1,0,0,0,0,0,0,0,Standard
2065,17,9.984842629445547,7.429477320573307,8,6,17,5,11,11,6.44,6,7.021333933044348,37.0355356608435,239,1,4.443555973260138,4.644501113350083,5.478153621012478,0,0,1,0,1,0,0,0,1,1,0,0,Standard
2066,15,9.67853768331155,7.1252244279504,6,6,5,4,29,18,11.58,5,5.817051634382068,24.6572852830311,145,1,3.7959312790543684,4.026686216020564,5.7160346021283335,0,0,0,1,1,0,0,0,1,0,1,0,Standard
2067,25,9.863451186828724,7.28636806901406,5,6,31,5,26,17,11.0,6,7.426787139295227,26.9777768370518,64,1,4.042390520474133,4.357530040329516,5.7071080029096235,1,0,0,0,1,0,0,0,1,1,0,0,Poor
2068,22,9.917922367498072,7.40116970370663,6,8,23,5,39,23,17.81,10,7.911210376142615,22.2461744303377,138,1,4.3091166802545535,4.659165743606264,5.496623659492466,0,1,0,0,0,1,0,0,0,1,0,0,Poor
2069,35,11.571926180729363,9.076214516979626,3,5,17,4,14,11,7.79,1,5.708637337382383,26.6865397526696,244,1,5.775489655433787,5.83555885144224,6.15256637456958,1,0,0,0,0,1,0,0,1,1,0,0,Standard
2070,22,9.805874723669127,7.226693741084468,9,5,32,6,60,21,19.63,12,8.315796454672112,34.1792708000701,149,1,4.473495826729618,5.05186421269162,5.212707355115822,0,0,0,1,1,0,0,0,0,1,0,0,Poor
2071,21,11.120161504706944,8.587757427662666,8,5,8,1,9,17,8.88,5,5.578597109233056,28.5349244880934,274,0,3.355452892455748,6.398752740242794,5.28220485835359,0,0,1,0,0,0,1,0,1,1,0,0,Standard
2072,20,9.848262327705129,7.1930244427096275,9,9,29,5,32,26,4.14,9,7.957642901335784,35.98468631769,23,1,3.80099827337073,4.6665716384197165,5.605557914814773,0,0,1,0,1,0,0,0,0,1,0,0,Poor
2073,51,11.488399958416865,8.97543289624173,3,4,12,2,4,7,6.75,5,6.563474635948921,39.563136154582,382,0,4.531163049152674,5.675156748429469,6.486531849552162,0,0,1,0,0,1,0,1,0,0,1,0,Good
2074,37,9.395088149780818,7.101205652360121,5,4,5,1,18,14,7.02999999999999,5,5.933888398970386,24.8650136666284,316,0,1.8746091675692083,3.5479165317036623,5.858172511676841,0,0,0,1,0,0,1,0,1,0,0,1,Standard
2075,42,9.33977306389112,6.911234635661099,5,5,15,3,8,23,4.06,4,5.5475574225835205,32.5955215749676,311,1,2.700504522637699,4.296633000698993,5.676785435512141,0,0,0,0,1,0,0,0,1,0,1,0,Standard
2076,45,8.918100595619942,6.528188763295325,7,5,17,6,24,25,17.64,8,8.233885537230464,23.5943183394878,134,1,3.165735859820286,3.84199203405279,5.6632776606692365,0,1,0,0,0,1,0,0,0,1,0,0,Standard
2077,43,9.600582191592832,7.18015745614904,8,9,18,6,29,21,4.34,9,7.9261476220487745,30.790158730069,50,1,3.7681660871398113,5.090485005574923,5.373157068374361,0,1,0,0,1,0,0,0,0,1,0,0,Poor
2078,49,10.146363532604227,7.5114430886589085,4,3,12,1,15,10,10.85,3,6.352228619155015,23.9591761312061,358,0,2.9675242376846462,4.561269029018482,5.851445027382077,0,0,1,0,1,0,0,1,0,0,1,0,Poor
2079,25,9.741067441685042,7.303713113628262,10,7,18,6,44,12,8.19,11,8.302471575831422,26.3148470497793,149,1,3.977660386217168,3.7301336170562926,5.779211533331562,0,0,1,0,1,0,0,0,0,0,0,1,Poor
2080,23,11.688137811104086,9.217629739862991,4,4,10,3,30,9,5.3,1,6.890415815605434,29.2459805375349,272,0,5.505644159895407,5.113278825076148,6.727461223799214,0,1,0,0,1,0,0,1,0,0,0,0,Good
2081,36,10.555629388434875,8.016784236395658,8,10,26,2,41,20,7.88,10,7.1740502695522705,30.4406933403597,186,1,3.8484073520422033,5.92316690343892,5.1511510313879665,1,0,0,0,1,0,0,0,0,1,0,0,Poor
2082,14,9.5479062960175,7.122014144774778,8,3,11,6,20,20,19.01,7,7.524426300831468,33.1046632716101,118,1,3.9890193253640276,4.855381037065281,5.400254674291474,0,0,0,1,1,0,0,0,1,0,1,0,Standard
2083,33,9.769321958848618,7.40452786981052,5,6,20,3,27,7,8.64,9,7.064015161448232,24.0753109072217,300,0,3.4618113842385356,4.299387333038131,5.854531831928345,0,0,0,1,0,0,1,0,1,1,0,0,Standard
2084,38,9.35549773286825,6.887060528862702,4,3,5,1,28,20,13.52,2,6.286835732419073,34.1390173495595,256,1,1.5925233732372486,4.458052969591807,5.692776712867095,0,1,0,0,0,1,0,0,1,1,0,0,Standard
2085,19,10.386375323611729,7.946704844172346,6,5,15,6,34,13,9.06,11,7.663590832710937,25.3061797590493,165,1,4.401237208693812,5.271542243212756,5.691564584086148,0,0,0,0,1,0,0,0,0,1,0,0,Poor
2086,14,10.576837045787691,8.137392906075767,5,6,13,6,6,18,22.1,5,7.551475842879724,34.1727169073645,132,1,5.069672109633164,4.0372143540592065,5.903203091328245,0,0,0,0,0,1,0,0,1,0,0,0,Poor
2087,38,11.51441235899522,9.008925696125539,6,6,18,4,24,14,14.13,6,5.822572410625688,37.6154261458871,139,1,5.2713074433111045,6.706567425482324,4.444346507280909,0,0,1,0,1,0,0,0,1,0,1,0,Standard
2088,44,9.078702043517321,6.7220861252326864,7,10,32,6,51,21,22.16,11,8.43489577713439,40.9848602182668,13,1,3.2053256725542565,3.851036191315114,5.708270787484513,0,0,0,1,1,0,0,0,0,1,0,0,Standard
2089,40,9.618148732522695,7.102443798675826,9,5,16,5,61,20,-0.0199999999999995,12,7.2776070262774315,38.3511339726387,148,1,3.687620991679805,5.054462846475306,5.3698155131196845,0,1,0,0,1,0,0,0,0,1,0,0,Poor
2090,16,9.031150905063743,6.61823540770103,8,9,21,9,30,25,2.92,9,7.682293488590911,31.8994679615357,195,1,4.135602631568286,3.529132264813631,5.591884566947416,0,0,0,1,0,1,0,0,0,1,0,0,Poor
2091,18,10.631447669334646,8.143058131500919,7,5,18,4,11,16,1.13,6,7.304172915203954,26.5268314301285,175,1,4.80814273175625,4.623208297543216,5.912469873170587,0,1,0,0,0,0,1,0,1,0,1,0,Poor
2092,18,9.702607751879675,7.251594065823782,3,6,18,4,27,10,14.52,6,6.116532097257847,27.0442951407841,330,1,3.6583315366651,5.088170404338635,5.438711895318399,0,0,0,1,0,1,0,0,1,1,0,0,Standard
2093,23,9.916047347062722,7.280512375735471,7,8,28,7,53,16,27.51,12,8.428788116407825,37.8244920207101,154,1,4.711211812019718,4.27673010575831,5.446658677421672,0,0,0,1,1,0,0,0,0,0,0,1,Poor
2094,21,9.204867422673841,6.685592496556847,4,7,15,5,21,16,18.6,8,7.267022859133207,26.1088217979346,166,1,3.492053816479638,3.3711653932965095,5.663351764845383,1,0,0,0,1,0,0,0,1,0,0,1,Poor
2095,29,10.278873793192277,7.824814715327291,8,6,11,2,20,19,18.43,10,5.634611015794902,28.1948909419903,127,1,3.3992598626213932,5.782336417385574,5.224314508411794,1,0,0,0,0,1,0,0,1,1,0,0,Standard
2096,41,11.00084839180132,8.47985401373108,6,10,22,8,44,21,28.8,8,7.981753785286025,25.4197510675194,58,1,5.952908839002671,4.5101418245732905,5.583002620932164,0,0,0,1,0,1,0,0,0,1,0,0,Standard
2097,15,10.35224456243079,7.794661140154444,9,7,19,3,41,18,20.97,6,7.5060916550291585,35.3155022484189,161,1,4.184195380727643,4.683625339567511,5.883206833051915,1,0,0,0,1,0,0,0,1,1,0,0,Poor
2098,42,11.748237874483932,9.26247731039601,1,5,5,2,15,4,3.54,8,6.859887689110134,30.3149602146554,335,0,4.945153412096075,5.717825859845292,6.767095523318702,0,0,0,1,0,1,0,1,0,1,0,0,Standard
2099,26,11.636976460305506,9.120190985672245,1,5,3,3,8,1,10.96,0,7.162327727479997,41.1250586051256,354,0,5.40153090148199,6.461525543588768,5.834846769703363,0,1,0,0,1,0,0,1,0,1,0,0,Good
2100,33,10.675627274153012,8.234650113903578,4,4,5,1,3,2,0.129999999999999,2,7.223251914928508,25.8229271977008,239,0,3.5222719644741596,5.068743545964763,6.096041549880523,0,0,1,0,0,1,0,1,0,1,0,0,Good
2101,37,10.462368785037468,8.00186578314017,6,9,33,6,15,21,14.4899999999999,10,8.439125698387912,28.420424984439,25,1,4.899771244822607,4.451004968596823,5.79508583982159,0,0,1,0,0,1,0,0,0,0,1,0,Standard
2102,33,10.189627686812017,7.678695716019334,6,6,9,6,12,8,18.59,4,7.1837113700460105,31.1713406425546,125,1,4.809208551117837,4.3352784547762715,5.660175697511359,0,0,1,0,1,0,0,0,1,0,0,1,Standard
2103,54,9.990503658681241,7.535932067383864,2,2,12,2,1,6,7.53,0,6.707241237915712,33.0348440229867,295,0,3.4056253378909553,3.9436935759745064,5.901750532538315,0,1,0,0,1,0,0,1,0,1,0,0,Good
2104,32,10.947208502664814,8.416475215806406,6,7,8,4,19,8,14.31,7,7.203665903847227,34.1978046171923,269,1,4.996509614943507,4.323134222214248,6.150119285123855,0,1,0,0,1,0,0,0,1,0,0,0,Standard
2105,20,11.352325986265226,8.839703048957064,5,3,6,4,7,20,1.23,7,4.172385267224964,26.9369347991624,253,0,5.605524690905551,5.796592801764084,5.8556265155611795,0,0,1,0,0,1,0,0,1,1,0,0,Standard
2106,26,11.566024333327588,9.077926354855075,6,5,19,3,6,21,8.19,0,6.722918561822514,38.4991834871268,230,0,5.560958844851994,4.695076375017839,6.61539427754709,0,0,1,0,0,0,1,0,1,0,0,0,Standard
2107,45,10.299855069438635,7.844381502690888,3,4,6,2,15,1,1.81,7,6.821107472256465,40.5230805983041,385,0,3.540856280997284,4.397393214124255,6.038826671339461,0,0,1,0,0,0,1,1,0,0,1,0,Good
2108,25,11.372679120291215,8.847628312702172,8,5,16,3,18,9,11.21,7,6.9884685310213115,38.9869720599903,377,1,4.959564977384627,5.194383240530249,6.418361736588952,0,0,0,1,1,0,0,0,1,0,0,0,Standard
2109,46,10.647155541693289,8.090421450562502,3,6,9,3,11,5,12.97,2,6.536184222521529,39.999907342134,371,0,4.466845858068417,4.724253997029517,5.931125717465305,0,0,0,0,0,1,0,1,0,0,1,0,Standard
2110,42,11.242227935094213,8.771999737372573,6,10,18,6,24,12,11.69,9,7.5793314696139396,29.7559566738617,235,1,5.4069879083024635,4.678531105838719,6.318130126275099,0,0,0,1,1,0,0,0,1,0,0,0,Poor
2111,26,8.988177589550894,6.7994134718360355,8,7,24,7,50,19,33.98,12,7.977515315743218,27.4664471606237,74,1,3.5896903927382664,4.677641521916902,5.463802250735298,0,0,0,1,0,1,0,0,0,1,0,0,Standard
2112,14,9.040219088263546,6.5722388354451535,7,6,16,4,26,15,16.54,10,7.3522423625478375,24.4635854048778,107,1,2.723224019188985,3.468051891089135,5.684237151939198,0,1,0,0,0,1,0,0,1,0,0,1,Poor
2113,32,9.353009822580258,6.667114222784489,4,3,20,7,23,14,18.29,5,7.153356752703568,34.2586375332713,187,1,3.7981498196886636,3.657562714912546,5.61759649244067,0,0,0,0,0,1,0,0,1,0,1,0,Standard
2114,34,9.949666214461926,7.347580481767216,10,7,20,9,40,23,23.42,11,8.43869096326128,38.5272077128749,28,1,5.018606507437606,3.082395463276738,5.403724296723675,1,0,0,0,1,0,0,0,0,0,0,0,Poor
2115,23,10.692093992696543,8.140960618738156,3,3,7,2,2,0,3.96,3,5.228967288413243,38.4823970181052,239,0,3.6057220351510515,5.042067062083386,6.09045756838989,1,0,0,0,1,0,0,1,0,1,0,0,Standard
2116,51,10.400375293721424,7.871437101540587,5,6,14,2,20,8,3.59,0,6.618004401361245,27.2193484248002,233,0,3.45473704065984,4.727620506880402,5.9334559614427755,1,0,0,0,1,0,0,0,1,1,0,0,Standard
2117,52,10.751137922213202,8.244402358712556,7,7,19,1,18,20,11.72,0,5.441421543516488,23.2132171518634,388,1,3.322333863634158,5.2746908426697185,6.081238839198866,0,0,0,1,1,0,0,0,1,0,1,0,Standard
2118,27,12.036932313438152,9.568166786051982,5,5,6,1,19,3,4.7,2,6.552094106717495,44.4394501103819,336,0,4.592207507236415,5.880797877362162,7.101190180096625,1,0,0,0,0,1,0,1,0,0,0,0,Standard
2119,41,11.412429542414296,8.914703185789996,8,6,10,3,19,12,11.89,0,6.800270285997388,35.081229111093,396,1,5.171922893574513,6.365255056886044,5.585414890787214,1,0,0,0,0,1,0,0,1,0,1,0,Standard
2120,26,9.950311499252017,7.293400259640995,9,9,21,8,62,25,1.67,8,7.178507344211072,23.3046844757767,221,1,4.87159340978232,3.5594780826957164,5.444072891036525,0,0,0,1,0,1,0,0,0,0,1,0,Poor
2121,36,8.855333322042895,6.522544289369915,8,9,31,4,23,20,1.83,9,7.7935950507602545,38.6690737057902,206,1,2.9377282493968186,4.2702888347914625,5.5895512069706115,0,0,0,1,1,0,0,0,0,1,0,0,Poor
2122,29,8.873417633894423,6.113615805948117,10,8,30,6,53,20,4.46,9,7.4417308626468275,31.1755157917187,225,0,3.0724757832447405,3.72779695037371,5.568399120890936,0,0,1,0,0,1,0,0,0,0,1,0,Poor
2123,27,9.776886659848463,7.1970426247929185,8,7,7,1,8,16,11.82,3,6.654912540572891,34.1036666298929,261,0,2.3401182622987866,4.98962404054659,5.584562978713703,0,1,0,0,0,1,0,0,1,1,0,0,Standard
2124,30,10.490982508228585,8.019324924022197,7,6,26,7,14,22,8.66,9,7.4700588800807335,34.8898718066825,104,1,5.217027009792728,4.758873880155628,5.6798748752037,0,1,0,0,1,0,0,0,1,1,0,0,Poor
2125,17,10.984998442303437,8.452168151947815,8,9,29,5,37,24,9.76,16,7.812726182669592,28.9526116260923,78,0,5.4034675024212975,5.450071271771628,5.611563994524989,0,1,0,0,0,0,1,0,0,1,0,0,Poor
2126,23,11.73570959169916,9.233463297968333,3,6,15,3,15,16,6.55,1,6.717780510934403,35.5505877224527,394,1,5.3270684866799405,5.9033234799930785,6.552944265185781,0,0,0,0,1,0,0,0,1,0,1,0,Standard
2127,23,9.805764464007513,7.289269166267788,9,6,28,5,32,23,20.1,6,8.273614762978042,29.1449529555147,43,1,3.828533853555809,4.895755062532521,5.548040570470301,1,0,0,0,0,1,0,0,0,1,0,0,Poor
2128,38,9.552876329881029,7.193507365208075,3,3,8,3,18,12,7.66,2,5.698769932832657,32.7254561097058,195,0,3.443907861506329,4.568797972771334,5.653678116119614,0,0,1,0,0,1,0,0,1,0,1,0,Standard
