Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Creative_professionals,Business_professionals,Technical_professionals,Service_professionals,Early_months,Spring_months,Summer_months,Good_credit_mix,Standard_credit_mix,Small_value_payments,Medium_value_payments,Large_value_payments
18,10.741389841020101,8.182984457804835,8,3,11,1,23,17,10.76,11,5.564443776034101,29.8562154876894,95,0,3.5387913721217585,4.1241791665075205,6.21802193080791,0,0,1,0,0,1,0,0,1,0,0,0
37,10.388074328906606,7.913462493259766,6,6,19,2,13,14,17.11,7,7.2840455777807005,33.3334237664715,205,1,3.951007026058143,4.793360945227336,5.967914230957289,0,1,0,0,0,1,0,0,1,1,0,0
38,10.683843090683752,8.175007061554425,6,8,25,5,34,21,8.12,11,7.698020095821469,34.5196487219864,119,1,4.890702622061805,4.191529434035751,6.030534122124016,0,1,0,0,1,0,0,0,0,1,0,0
38,9.312319176087598,6.550794579933587,3,3,13,4,10,10,8.78,2,7.000352691649603,23.8175034179757,385,0,3.3235112621936658,4.526621550808021,5.479707849263565,0,0,1,0,1,0,0,0,1,1,0,0
38,11.330867833344962,8.882985297437232,6,4,8,2,12,14,8.07,2,6.518070011721489,34.6178545098473,355,0,4.330332910654574,6.348325976701466,5.867382743191365,0,1,0,0,1,0,0,0,1,0,1,0
32,11.591954921016132,9.079734410388234,5,6,7,2,9,12,11.53,3,6.884681106011536,35.3811010892425,322,1,4.851477091509647,5.428580475674641,6.635695441102969,0,0,1,0,1,0,0,0,1,0,0,0
24,11.577459611098229,9.090864028482942,6,6,12,5,12,18,15.09,6,7.160892489430236,22.3405123421917,188,1,5.761892386774617,6.172460655427062,5.8863022077269065,0,0,1,0,0,0,1,0,1,0,0,1
30,11.382719508377706,8.878630477381154,6,4,15,1,26,17,4.34,1,6.234606784928881,36.2891846206629,283,0,4.231309182529288,4.748525208220929,6.663738257301444,1,0,0,0,1,0,0,0,1,0,1,0
53,10.30858359254704,7.920474655854255,5,5,3,4,2,14,3.28,1,7.133926243054353,28.1392584768066,266,0,3.9624399302165663,4.23600787686233,6.000401880083645,0,1,0,0,1,0,0,1,0,0,1,0
28,11.395912657611857,8.91370029615142,4,4,5,1,19,18,11.52,0,6.9160210233991695,38.4370601560476,268,0,3.825798193551535,4.883892554641458,6.7157446054730805,0,1,0,0,1,0,0,0,1,1,0,0
51,10.009169666475684,7.454400164441957,4,5,17,3,12,20,9.24,0,6.989132480438005,28.1478943627864,270,1,3.675653251725071,4.668466113085004,5.6585623126519,0,0,0,1,0,1,0,0,1,1,0,0
51,11.528636202480765,9.065116892521832,5,7,10,4,8,8,4.89,2,3.9304521408965134,43.0718121388631,285,0,5.251283499060547,4.927322730643481,6.654163414808195,1,0,0,0,1,0,0,0,1,0,0,0
52,12.002015043190948,9.518358507853158,3,2,8,1,11,4,9.38,0,6.683586201996188,37.3681181568098,370,0,4.53527237175564,6.220968604167299,6.921940558572628,0,0,1,0,1,0,0,1,0,0,1,0
27,10.582884125329244,8.08788969326571,5,1,6,1,1,3,0.8,4,7.266848297021819,34.4062252465366,348,0,3.2584335020510724,4.751716669776196,6.117413107589983,1,0,0,0,0,1,0,1,0,0,0,1
38,10.597287519984343,8.068875904357318,6,10,22,7,43,22,1.64,6,7.29496136781802,25.5587355801075,212,1,5.278746016206088,4.530004158727456,5.738081700080744,0,0,0,1,1,0,0,0,0,0,1,0
18,11.247523992853562,8.807444460653691,3,6,8,6,5,12,19.7,6,7.04798667636344,28.9704580138056,90,1,5.382718453088331,6.435783097086189,4.574687874572341,0,1,0,0,1,0,0,0,1,0,0,1
20,10.773379518567195,8.2400566521875,7,5,31,6,61,20,5.1,12,7.415090819486629,38.8967222165793,230,1,5.335226354366053,4.443318357787329,5.818298136733667,0,1,0,0,0,0,1,0,0,0,1,0
38,10.404330413923054,7.818102717760178,5,2,1,2,5,3,10.71,3,7.222295909353192,23.5194664469563,182,0,3.7423358982433585,5.536863689448483,5.490761022401405,0,0,1,0,1,0,0,1,0,1,0,0
18,11.187828919131531,8.719885841350022,9,10,19,5,55,24,1.79,9,8.373119567085508,38.0559997402642,29,1,5.646886384498444,5.934583441431707,5.442667803520573,1,0,0,0,0,1,0,0,0,0,1,0
38,9.1079360380598,6.395629504831253,8,8,17,6,23,15,8.22,7,7.610080214807849,36.8738691965694,150,1,3.4462301906810384,2.5775284034948696,5.5427354646587,1,0,0,0,0,1,0,0,0,0,0,0
19,9.227401991237784,6.905425901420866,7,8,19,6,44,16,2.12,8,8.171709674895466,24.1350239194286,167,1,3.7860896342519936,3.9726480554148402,5.6078537509661155,1,0,0,0,0,1,0,0,0,0,0,1
18,9.974922473125785,7.46741701824273,3,2,4,2,4,5,11.02,4,6.663732771337415,26.6371569084357,395,0,3.4548713860716083,5.458089363314231,5.291822102797656,0,0,0,1,1,0,0,1,0,1,0,0
20,11.252916534524536,8.79047799377082,3,7,6,4,4,16,4.29,4,4.6982961639775755,33.4731842055284,263,1,5.1762492583122945,5.664068258910529,6.113240524799871,0,0,1,0,1,0,0,0,1,1,0,0
30,10.585033194749835,8.172131974883028,10,5,23,3,41,11,9.71,8,7.508194890007571,38.6744951052671,215,1,3.9927060781969796,3.7794246036553605,6.2267269641941665,1,0,0,0,1,0,0,0,1,0,1,0
18,11.147278679872537,8.650014873922768,1,3,12,2,10,5,11.07,1,7.066236568169842,27.1652674142023,339,0,4.227447464184428,6.180500983034412,5.734140718642659,0,1,0,0,1,0,0,1,0,1,0,0
33,9.897981924341357,7.340521518654143,6,5,27,6,33,20,2.38,6,8.01567742942047,23.4528885814822,108,1,4.006107648476457,4.593995961039239,5.671018720572609,1,0,0,0,1,0,0,0,0,1,0,0
20,11.028430623456812,8.577987681157241,7,7,16,3,15,14,18.46,5,7.631475310569119,30.6405082529241,229,1,4.8323457715203215,6.37661479387373,4.681215726173563,0,0,1,0,0,1,0,0,1,1,0,0
46,9.320272223140359,6.61092257805221,8,7,17,4,26,9,9.61,2,7.118915313921596,22.0727652874598,287,0,3.4176983932785685,4.56660869213035,5.470590450510256,1,0,0,0,0,1,0,0,1,1,0,0
35,9.909488510715246,7.251840132633193,8,6,26,7,25,19,8.87,9,7.913853807550474,29.7341631690516,27,1,4.135143880553005,4.843592996565849,5.487476649336846,1,0,0,0,1,0,0,0,0,1,0,0
43,9.568791088297447,7.152732400367304,4,3,4,3,5,12,3.53,3,5.940408066783031,39.7995192328934,254,0,3.08263138409985,3.292651207610762,5.8260866869529035,0,0,1,0,1,0,0,1,0,1,0,0
36,9.601504371642955,7.329258311504739,7,7,33,5,40,16,28.77,11,7.998053098046161,23.9074137239926,63,1,3.8782407902967684,4.142494943735889,5.673757108235325,1,0,0,0,0,1,0,0,0,0,1,0
34,9.795109711549417,7.20747522956604,6,8,23,9,54,17,22.54,10,8.410952288331103,32.4631651342878,153,1,4.6863706325310615,3.2478874795517814,5.483772927442799,0,1,0,0,1,0,0,0,0,0,0,0
28,9.985694531867859,7.638423411611941,4,3,20,1,12,9,1.55,2,6.618231511650985,30.2290111142716,293,1,2.460128300933457,3.8853958504979307,5.984576442286711,0,1,0,0,1,0,0,0,1,0,1,0
53,9.851937119828195,7.2441748356443565,5,3,6,3,7,0,7.86,3,6.9823895411923775,30.135694026668,329,0,3.7882582844100647,4.78591183989329,5.583506377744818,0,1,0,0,0,1,0,1,0,1,0,0
15,11.11074914287183,8.65239809959878,6,9,17,4,53,18,16.43,10,7.886697753145593,37.3802174582289,194,1,5.342493376439811,5.791711328096048,5.755043478792122,0,0,1,0,1,0,0,0,0,0,1,0
17,10.002303851442468,7.555262889534495,3,7,8,2,2,12,17.84,8,6.822437013324799,29.5045285375095,117,1,3.403850748142842,3.9669076532494016,5.961460405999596,0,0,1,0,1,0,0,0,1,0,1,0
40,9.82622684650496,7.309712575239127,7,5,18,3,15,9,16.95,6,7.220051912197837,38.6497982047781,132,1,3.2036067500186776,3.778419550227238,5.889173565505905,1,0,0,0,1,0,0,0,1,0,1,0
30,9.317301505960764,7.006159908458943,4,7,7,4,20,16,3.64,2,7.091725476021616,35.3019973281114,283,0,3.525053878414203,4.005277287335831,5.741393790394761,0,0,1,0,0,1,0,0,1,1,0,0
14,9.14709488118112,6.764186056438419,7,7,13,6,24,8,18.12,6,7.380629783319556,39.7602708741915,146,1,3.736054838204797,3.5215227037849326,5.601594469559668,0,0,0,1,1,0,0,0,1,1,0,0
44,9.247786916068028,6.931599157515889,8,3,7,4,9,12,10.53,3,6.591303293034242,37.8970874916831,297,0,3.109673260248158,4.233422581264649,5.707264726214192,0,0,0,0,1,0,0,0,1,1,0,0
40,11.486421723275233,9.007902226605363,1,3,8,1,20,12,0.52,3,6.004997561390566,37.5786291266883,333,0,4.347499149036064,3.9836777434764614,6.830591082850663,0,1,0,0,1,0,0,1,0,0,0,0
20,11.935409984414571,9.437281769002567,2,5,3,3,29,3,1.62,4,6.626452813494395,30.6993538572986,244,0,5.325372273942637,6.361777084106657,6.633313996493495,0,1,0,0,0,1,0,1,0,1,0,0
39,10.888007424328512,8.37005594321341,8,9,26,7,56,17,8.12,10,7.577106569775595,28.9313310041192,201,1,5.387758420310145,4.420174036358843,5.939551133141647,1,0,0,0,1,0,0,0,0,0,1,0
33,9.69343605012239,7.304451496950015,6,3,6,3,15,17,2.49,0,5.238355025375354,24.2586474201968,348,0,3.425530531303686,5.03995785706269,5.53531633797098,0,0,0,1,1,0,0,0,1,1,0,0
22,9.139252450260452,6.926724225529739,10,9,24,9,18,22,5.86,9,7.965503905595245,27.1780659025832,146,1,3.5965873662832455,3.1121245678110743,5.645350493656756,0,0,0,1,0,0,1,0,0,0,0,0
54,9.789954846418295,7.1121576394771004,5,4,12,2,13,7,-0.05,2,6.898058416003273,37.4816302200944,241,0,2.8916322702425354,4.393843485565494,5.748454671568626,1,0,0,0,0,1,0,1,0,1,0,0
23,10.243911257527216,7.831844192513353,7,8,32,8,19,22,28.51,9,8.432356176060804,29.9490642172676,139,1,5.223891111124034,4.097599762292007,5.505763763880432,0,0,0,1,0,1,0,0,0,0,0,0
56,10.331324859578762,7.869233821317982,8,4,11,3,13,11,1.84,3,7.302779402552965,41.578746461197,213,1,4.238990681420872,4.07854612906117,5.922003820671371,1,0,0,0,1,0,0,0,1,0,0,0
31,11.257732266835173,8.73799640627825,4,5,10,3,21,9,11.19,2,6.686946499964646,29.1807888787788,373,0,4.7241814124615535,5.107493507121725,6.3896450540868335,0,0,0,1,0,1,0,0,1,0,1,0
27,10.013788892195837,7.58934804700418,6,7,14,3,27,6,10.29,2,6.574838713463493,38.3535786708655,333,0,3.542074603258066,3.7998606859328223,5.909356476456056,1,0,0,0,0,0,1,0,1,0,1,0
42,9.913649247189008,7.521691038198744,4,5,19,2,18,9,16.5,7,5.814249927682172,34.3928579019406,237,1,3.3170427059466117,2.979413391019057,5.933607585442542,0,0,1,0,0,1,0,0,1,0,0,0
36,9.811433117039874,7.36650361690905,6,6,13,2,6,11,9.13,8,7.687616709060383,39.765948216188,106,1,3.037832803726636,4.4042429158992675,5.81577714982548,0,0,1,0,0,1,0,0,1,0,1,0
20,11.763117485809726,9.270613559497793,5,4,1,3,2,8,9.2,3,5.307970623576175,32.5934781426529,191,0,5.415467546667636,5.425228547373839,6.745478413153293,0,0,1,0,1,0,0,1,0,0,0,0
48,9.962365237581976,7.311046358936051,3,4,10,3,19,19,5.13,1,6.900881710038965,37.65563824729,347,0,3.823097806336446,3.7914350234552443,5.735308902281959,0,1,0,0,1,0,0,0,1,0,1,0
44,10.493510326592748,7.9581277936550165,5,3,20,4,5,20,8.95,4,7.276535655615524,35.4458115974528,249,1,4.635118323096669,4.046235167018273,5.928657067023625,1,0,0,0,0,1,0,0,1,0,1,0
41,9.970214224798923,7.603734487229996,2,2,5,3,0,1,5.79,2,6.638672495726482,36.7940909562685,287,0,3.42004689624032,4.189817706424981,5.950605060117411,0,0,1,0,0,1,0,1,0,0,1,0
25,9.8105704071396,7.305041475236542,8,9,19,8,34,21,17.2,12,7.883140992781674,28.8535603127337,147,1,4.274240383903176,4.4915056712829395,5.62653013527479,0,0,1,0,1,0,0,0,0,1,0,0
24,8.9761984345407,6.256468753347925,9,8,29,6,44,20,14.69,11,7.3095603640365905,31.6396248608619,128,1,3.645277795627305,3.9004379054980016,5.538986294466883,1,0,0,0,1,0,0,0,1,1,0,0
33,10.3376836122214,7.861676678505674,4,5,8,2,10,2,3.82,2,5.493514015811296,31.9813007845123,262,0,3.876766121307328,4.929520904878257,5.894418854595103,0,1,0,0,0,1,0,1,0,1,0,0
26,11.169054767105182,8.682454207954676,4,3,5,2,10,8,4.88,2,6.580236837233051,40.1820895384341,294,0,4.089493875357873,5.849208121632975,6.159478643900077,0,0,0,1,0,1,0,1,0,1,0,0
23,11.851212339853356,9.363564050842209,5,5,7,3,11,12,6.7,4,4.440413460373609,30.3877009900736,271,0,5.351025461516289,5.3952167292008415,6.881833585253206,0,1,0,0,0,0,1,1,0,0,0,0
14,10.513750011557594,8.00876164400554,6,6,11,7,11,11,19.92,7,6.3347705233077605,27.6847689451213,155,0,5.275607884296596,5.69241676248363,4.591073349363978,1,0,0,0,1,0,0,0,1,1,0,0
52,10.208449219169987,7.719554006821923,6,7,10,4,9,19,-1.52999999999999,0,4.657193214055243,37.1101158518298,279,0,4.21108207672791,4.619817387520837,5.787788199357056,1,0,0,0,0,1,0,0,1,0,0,1
25,9.171699850479166,6.662809634020503,10,7,24,2,55,18,3.7,7,7.211763354032691,32.6164045426417,139,0,2.2696347199194826,4.619392371925153,5.549723588554442,0,0,0,1,1,0,0,0,0,1,0,0
15,10.899965781601312,8.351502767454127,6,6,18,7,55,23,4.02,12,7.712837316779038,26.1257199415571,77,1,5.423364549863139,4.217398514385733,5.911222406558747,0,1,0,0,0,0,1,0,0,0,0,0
23,9.792062015093823,7.371207217595875,10,9,27,8,44,18,7.62,8,7.696648907803847,39.2414138768127,98,1,4.342805362028941,5.020452926596112,5.367696537551597,0,1,0,0,0,1,0,0,0,1,0,0
22,10.71410816527469,8.283453490336044,3,3,4,2,3,12,11.37,5,7.0583453416145945,35.996404611474,341,0,4.15499591173011,4.429814005615748,6.190553912579935,0,0,1,0,0,1,0,1,0,0,0,0
22,9.605160354583935,6.897466699262603,7,6,33,2,53,15,9.2,12,7.2234196689577335,27.2269954210847,165,1,3.149412197397198,4.03559669372368,5.733591717841435,0,0,1,0,1,0,0,0,1,1,0,0
19,10.563458952467617,7.999531476957804,6,5,32,7,47,16,8.8,6,7.407129585978998,28.8253398341376,214,1,4.997616446901965,5.320745099641148,5.3247650812347755,0,0,0,1,1,0,0,0,0,1,0,0
43,10.052411740877504,7.54871841767957,4,7,15,4,25,20,9.28,2,4.607068383271171,29.9639110353146,275,0,4.069470871056139,3.7924213570305425,5.819908304024938,0,0,0,1,0,1,0,0,1,0,1,0
39,9.91473802793398,7.3886514518248445,8,6,14,2,28,9,10.79,13,6.643242708556999,24.687785165115,109,1,3.2895707397595126,5.071635188761929,5.543168276846648,0,0,0,0,0,0,1,0,1,0,1,0
37,11.113898785625478,8.588665120831573,3,3,11,4,18,15,11.16,4,7.03787084430549,32.9708125782401,272,1,5.188958481404141,3.996383930460416,6.2977742806390005,0,1,0,0,0,1,0,0,1,0,0,0
50,10.257571994018846,7.841018165553421,4,6,4,1,14,11,3.67,0,5.666149833182646,31.1801820638436,242,0,3.0749419458188987,4.89169904995637,5.964737962881497,0,0,0,1,1,0,0,1,0,1,0,0
29,9.613047680849348,7.209752523680164,6,10,21,6,37,15,32.84,12,8.383419483721504,30.4351917355606,29,1,4.180051709157448,4.373116158696462,5.5238428320995,0,1,0,0,1,0,0,0,0,1,0,0
24,10.656658703969608,8.176543441122833,8,5,29,2,19,14,6.66,7,7.877761170160026,36.5346099524886,147,1,3.794807123390773,4.838479158740563,6.163119381723322,0,0,1,0,1,0,0,0,1,1,0,0
15,9.845208334359004,7.53011020227396,8,10,15,6,37,17,6.0,6,7.871856647826509,33.0511091856844,110,0,4.4847542784081,4.420366270057303,5.718832627700684,0,1,0,0,1,0,0,0,0,1,0,0
29,8.879959544991287,6.746265231768115,6,10,23,7,42,21,5.89,7,7.714945175582742,31.1066915185777,226,1,3.162678264149801,4.5573818578231435,5.545646612431592,0,0,1,0,1,0,0,0,0,1,0,0
30,11.112447301358,8.676302414466285,10,9,27,7,18,24,0.719999999999999,11,7.38969983079552,34.458175599039,143,1,5.8788725794348595,5.760735621376594,5.143095685219956,1,0,0,0,0,1,0,0,0,1,0,0
19,10.884956850675264,8.348369724136662,8,5,16,9,40,25,18.57,10,8.291882293101411,29.10016201157,145,1,5.699697227988193,3.923024801310213,5.777649063496743,1,0,0,0,1,0,0,0,0,0,1,0
22,10.782692426830337,8.305971417465965,4,4,13,3,16,9,12.08,5,7.760611946248672,27.7367206690819,171,0,4.4994911363950125,5.729004000768014,5.694281582315368,0,0,1,0,0,1,0,0,1,1,0,0
21,11.076929600426038,8.618395674425399,1,2,2,3,8,7,2.41,4,7.2271176880368895,29.5234345273224,303,0,4.428936285219925,6.024728515692763,5.846088389964276,1,0,0,0,0,1,0,1,0,1,0,0
28,11.25341210281613,8.797481623145487,3,5,6,6,14,19,21.21,10,6.261339000909798,24.7682185473413,187,0,5.282259025645579,3.8947382737007294,6.485853697611871,0,0,1,0,0,0,1,0,1,0,0,0
31,11.266882205351777,8.74778678875877,3,6,17,3,13,19,13.56,8,6.4066489362770564,38.7325608305075,186,1,5.27352427312698,5.818314576612141,5.908535903734896,1,0,0,0,0,0,1,0,1,0,0,1
23,10.390329247536034,7.79067466342508,8,5,15,2,18,17,7.68,3,6.461421300255051,38.0709641268049,206,1,3.977358755218976,3.2369981516007367,5.998841708493919,0,1,0,0,1,0,0,0,1,0,0,0
31,9.911567819076817,7.534863257390256,8,4,11,4,13,10,1.71,2,6.4926336968406595,29.2310140702723,231,0,4.1933582048872,5.286778927005709,5.362551358590931,0,0,1,0,1,0,0,0,1,1,0,0
27,11.545893981503967,9.043772078388331,3,7,8,2,12,8,10.03,8,7.12819116788475,27.2352501188312,102,1,4.947753965787475,4.780083295655365,6.717311819917416,0,0,1,0,0,1,0,0,1,0,0,0
14,9.933869317022205,7.5401328272121315,9,10,23,3,36,25,15.97,9,7.895111932090013,27.9323986988128,173,1,3.3930449489107355,4.932801028100263,5.668790391180394,1,0,0,0,1,0,0,0,0,0,0,1
21,9.44255624504398,7.051994141500286,4,6,13,3,14,17,17.51,3,6.344073737058987,39.8414941115896,376,1,2.829790001264107,3.7363259421368396,5.848259353294789,0,1,0,0,1,0,0,0,1,1,0,0
49,11.519763234052594,9.068835561688713,6,3,9,3,18,16,9.36,0,4.5208098373700185,30.7601518056999,219,0,5.455556888393978,4.742786417200011,6.632320981838041,1,0,0,0,1,0,0,0,1,0,0,0
35,10.698482134989854,8.128796092589447,10,5,16,8,27,20,4.9,11,7.513098040905308,24.9064760259694,128,1,5.214547068194193,5.051484625951649,5.6660416085733205,0,0,0,1,0,1,0,0,0,1,0,0
15,10.35224456243079,7.794661140154444,9,7,19,3,41,18,20.97,6,7.5060916550291585,35.3155022484189,161,1,4.184195380727643,4.683625339567511,5.883206833051915,1,0,0,0,1,0,0,0,1,1,0,0
50,11.029766563328458,8.5053766502754,4,3,3,4,11,6,8.29,2,6.444385596372442,31.825826718542,263,0,4.855028552571369,6.0764638974054375,5.394788687383244,0,1,0,0,1,0,0,1,0,1,0,0
34,11.045096589232879,8.536931600964227,5,6,19,3,33,12,17.52,3,6.957345123322133,35.7787034963672,334,1,4.585272257947542,5.307749160931691,6.131317994629919,1,0,0,0,1,0,0,0,1,0,1,0
32,9.681441523723699,7.092405372628676,1,7,3,1,9,12,1.59,3,6.671361834240351,37.4134803938158,268,0,2.005286513815851,4.388752303044186,5.775518969371997,1,0,0,0,0,0,1,1,0,1,0,0
29,11.812984056362534,9.346834589845997,1,6,9,3,9,9,5.64,5,6.444385596372442,34.8011734871951,190,0,5.637778407439671,5.949028672523132,6.595820626644612,0,1,0,0,0,1,0,1,0,0,1,0
37,11.679380816582375,9.21757315224524,2,6,7,3,29,3,5.55,1,5.966428750636759,35.5668158662342,238,0,5.393402328343403,5.297064269723615,6.730491714695856,0,0,0,1,1,0,0,1,0,0,1,0
16,9.66675774966288,7.256537742407195,8,7,18,6,48,25,2.3,7,7.142977587511544,36.7389862377295,76,1,3.9467249899311447,4.672523882240189,5.572158412560653,0,0,0,0,0,0,1,0,0,0,1,0
39,11.104802929026395,8.626193176164543,4,4,17,3,28,8,10.18,7,6.708779812473747,35.1445805710861,371,0,4.773514525314712,5.824038440551362,5.91596246153517,0,1,0,0,0,1,0,0,1,0,0,1
54,10.071849205036672,7.641215924783236,7,6,8,3,28,14,13.46,3,7.0920997882273165,38.2763242576816,239,1,3.9707284146365702,5.55075559902642,5.235229948083245,0,0,1,0,0,1,0,0,1,1,0,0
24,10.683044741800037,8.199787723178138,2,4,9,4,16,6,14.29,0,7.22401751962953,25.8457601981477,336,0,4.893062475145093,5.895455223046174,4.992295928678008,0,0,0,1,1,0,0,1,0,0,1,0
39,11.078054820874646,8.622736290404713,2,4,7,4,13,1,13.8,3,6.386778304159771,41.3099603298112,209,0,4.839549676486105,5.31311599234348,6.186749329645702,0,0,0,0,1,0,0,1,0,1,0,0
22,9.224494231846702,6.898928520851335,8,8,31,9,59,21,17.0,8,8.511114755095766,27.6793015078496,23,1,3.999471098622891,4.1291801163926545,5.607363209335698,0,1,0,0,0,1,0,0,0,1,0,0
52,10.674747425641886,8.171358799599302,5,5,5,3,8,4,11.43,0,7.297084230069716,27.8269668832689,383,0,4.5773702783383765,5.942428866111946,5.110164897452607,0,0,1,0,1,0,0,1,0,1,0,0
23,9.679563071375565,7.052108837647594,10,6,30,7,58,22,17.98,6,7.900510632500355,32.5878075047687,10,1,4.219006657091489,3.6078842399409288,5.6371988006457325,0,0,1,0,1,0,0,0,0,0,0,1
29,9.65866188379018,7.3509881221049795,8,10,18,6,27,16,0.88,9,7.599491464556686,33.5895898662496,164,1,3.749979034662446,4.677057747404413,5.65529176740692,0,0,0,0,1,0,0,0,0,0,1,0
39,9.762695004269112,7.34651492123478,4,6,20,5,16,11,15.57,10,7.83891491872241,38.358373656001,207,1,3.9895785375897286,4.131092314030646,5.795450454181481,1,0,0,0,0,1,0,0,1,1,0,0
36,10.58461984250536,8.151772495589602,8,8,30,7,38,24,8.65,10,7.613013820024427,28.3202570069349,81,1,5.077180764209663,4.788401973682597,5.757391554004818,0,1,0,0,0,0,1,0,0,0,1,0
45,9.901072889582611,7.373152743202324,1,1,12,2,10,6,0.89,0,7.28829224676545,28.5385605622927,393,0,3.3397849258244325,5.121442000842576,5.535264444350528,0,0,1,0,1,0,0,1,0,1,0,0
26,9.904232774789035,7.2275965318954185,8,7,18,5,30,25,21.56,7,7.829439440133,32.4389881644818,32,1,4.081677215587469,4.571300015499798,5.567490947400775,0,0,1,0,0,0,1,0,0,0,1,0
35,9.829780730680096,7.262796889758191,1,3,1,3,15,11,11.87,5,6.658639859679173,22.8939467873608,373,0,3.6630573768896975,4.805374835166011,5.603882531275924,0,1,0,0,0,1,0,1,0,1,0,0
32,9.716571657916433,7.0938385018306445,8,6,22,7,25,24,8.59,7,7.843005145257438,40.1157377938896,194,1,3.9642498771719445,3.7753258287521376,5.749901762533489,0,0,0,1,0,0,1,0,0,1,0,0
27,10.629655013232705,8.112707589206522,8,3,18,4,11,21,12.73,8,5.572001929355964,29.1011898563573,79,0,5.355047972503349,4.1671695385034795,5.961921278135464,1,0,0,0,0,1,0,0,1,0,0,0
18,11.678803227268217,9.192574149798904,6,3,9,1,27,10,1.09,0,7.297334877860078,38.780876118416,213,1,4.027158905621842,5.307620094910079,6.871527034188449,0,0,1,0,0,0,1,0,1,0,0,0
14,11.072104023366341,8.631336425840397,10,5,18,9,32,19,23.21,7,8.307770082866398,26.1606601337354,136,1,5.519983336619181,5.596666580663409,5.708103101569558,0,0,0,1,1,0,0,0,0,1,0,0
23,11.07083641318261,8.539496610692508,6,7,6,6,25,15,19.51,8,5.232284395943599,25.1828287934438,169,1,5.592157922412841,5.250469855126035,5.711443638636976,1,0,0,0,0,1,0,0,1,0,1,0
28,9.183692962514755,6.550252015891319,5,6,6,7,27,11,10.35,4,7.497135118551704,33.9047169245362,128,1,3.904857211983937,3.6016843875619857,5.495688108671888,0,0,1,0,1,0,0,0,1,1,0,0
25,10.906680855480763,8.420893722426696,8,5,30,5,15,22,5.99,11,8.47212887763785,32.3366298541573,73,1,5.246600308111794,4.558646251578382,6.060809452307371,1,0,0,0,1,0,0,0,0,1,0,0
46,11.019209138859843,8.480795250490123,4,6,6,2,18,12,9.98,4,7.199446802830434,33.248899626271,383,1,3.9669609758624254,3.9764479592919884,6.43931397945771,1,0,0,0,1,0,0,0,1,0,1,0
15,11.491773736045554,8.974354712648676,8,7,8,5,7,11,14.48,6,6.501664975480054,26.1946567010851,95,0,5.8683996682826916,5.801742487221475,5.979477685440969,0,0,1,0,0,0,1,0,1,1,0,0
36,9.72732180978091,7.197034824793641,6,5,28,7,61,18,8.87,11,7.585489284489446,39.2445833583601,85,1,4.151802585120371,5.00791496483001,5.349036841138344,0,1,0,0,0,1,0,0,0,1,0,0
26,9.57786197761681,7.281701626495718,9,8,26,2,15,17,9.85,8,7.197667363108562,40.0855114148942,162,1,3.0460427522461404,3.8792861987994995,5.786665156975947,1,0,0,0,0,0,1,0,0,0,1,0
20,10.470200382499895,7.888874489951991,1,5,2,4,4,7,2.55,2,6.940532198496074,38.1227156424356,326,0,4.738941578611593,5.301595491000942,5.401659536004631,0,0,1,0,0,1,0,1,0,0,0,1
47,11.70756188164661,9.24134570030975,3,5,12,3,25,5,8.95,0,6.406302261462812,40.8243602593861,194,0,5.380634461657759,6.696395062919957,5.616220265212492,1,0,0,0,1,0,0,1,0,0,0,1
25,9.676384296930182,7.059672752774286,6,8,24,7,52,23,24.18,11,7.984213979008806,25.6763332005774,129,1,3.987566757400204,4.1727700248495125,5.661528664057819,0,0,1,0,1,0,0,0,0,1,0,0
23,10.018108259965823,7.63292424556482,7,3,16,1,10,14,4.29,0,7.169819498440626,26.9782118638688,286,0,2.7297506794910213,4.600075740015123,5.918052329419215,0,1,0,0,0,1,0,0,1,0,1,0
27,9.84531591968076,7.436900077331036,10,7,16,9,49,24,18.11,7,8.387421579094267,28.4588572747221,102,1,4.849609308086432,4.353137154536562,5.538654658879313,1,0,0,0,1,0,0,0,0,1,0,0
42,11.2724639445386,8.807203676011323,5,4,9,4,14,17,6.73,0,6.310100079881413,31.6255686842018,206,0,4.94685893448578,4.902664318674777,6.465896610521159,0,1,0,0,1,0,0,0,1,0,1,0
28,9.879549305340621,7.301311984910525,2,6,12,2,7,3,10.97,4,3.7340917969354845,30.6666479535156,326,0,3.1605512098909534,5.0371705340823105,5.563014202081898,0,1,0,0,1,0,0,1,0,1,0,0
21,9.585382010792637,7.238887090407613,7,10,25,9,38,19,23.08,6,8.399532898226688,37.8411930584045,126,1,4.5634209955636775,3.8548695738685796,5.505822656737571,0,0,1,0,1,0,0,0,0,0,1,0
40,9.618148732522695,7.102443798675826,9,5,16,5,61,20,-0.0199999999999995,12,7.2776070262774315,38.3511339726387,148,1,3.687620991679805,5.054462846475306,5.3698155131196845,0,1,0,0,1,0,0,0,0,1,0,0
